"symbol","entrez","entrez_mouse","symbol_mouse"
"GNB3","2784","14695","Gnb3"
"GNB4","59345","14696","Gnb4"
"GNB5","10681","14697","Gnb5"
"GNE","10020","50798","Gne"
"GNG10","2790","14700","Gng10"
"GNG11","2791","66066","Gng11"
"GNG12","55970","14701","Gng12"
"GNG13","51764","64337","Gng13"
"GNG2","54331","14702","Gng2"
"GNG3","2785","14704","Gng3"
"GNG4","2786","14706","Gng4"
"GNG5","2787","14707","Gng5"
"GNG5","2787","100043507","Gng5-ps"
"GNG7","2788","14708","Gng7"
"GNG8","94235","14709","Gng8"
"GNGT1","2792","14699","Gngt1"
"GNGT2","2793","14710","Gngt2"
"GNL1","2794","14670","Gnl1"
"GNL2","29889","230737","Gnl2"
"GNL3","26354","30877","Gnl3"
"GNL3L","54552","237107","Gnl3l"
"GNPAT","8443","14712","Gnpat"
"GNPDA1","10007","26384","Gnpda1"
"GNPDA2","132789","67980","Gnpda2"
"GNPNAT1","64841","54342","Gnpnat1"
"GNPTAB","79158","432486","Gnptab"
"GNPTG","84572","214505","Gnptg"
"GNRH1","2796","14714","Gnrh1"
"GNRHR","2798","14715","Gnrhr"
"GNS","2799","75612","Gns"
"GOLGA1","2800","76899","Golga1"
"GOLGA2","2801","99412","Golga2"
"GOLGA3","2802","269682","Golga3"
"GOLGA4","2803","54214","Golga4"
"GOLGA5","9950","27277","Golga5"
"GOLGA7B","401647","71146","Golga7b"
"GOLGB1","2804","224139","Golgb1"
"GOLIM4","27333","73124","Golim4"
"GOLM1","51280","105348","Golm1"
"GOLM2","113201","319996","Golm2"
"GOLPH3","64083","66629","Golph3"
"GOLPH3L","55204","229593","Golph3l"
"GOLT1A","127845","68338","Golt1a"
"GOLT1B","51026","66964","Golt1b"
"GON7","84520","100233175","Gon7"
"GON7","84520","100859931","Gm20604"
"GOPC","57120","94221","Gopc"
"GORAB","92344","98376","Gorab"
"GORASP1","64689","74498","Gorasp1"
"GORASP2","26003","70231","Gorasp2"
"GOSR1","9527","53334","Gosr1"
"GOSR2","9570","56494","Gosr2"
"GOT1","2805","14718","Got1"
"GOT1L1","137362","76615","Got1l1"
"GOT2","2806","14719","Got2"
"GP1BA","2811","14723","Gp1ba"
"GP1BB","2812","14724","Gp1bb"
"GP2","2813","67133","Gp2"
"GP5","2814","14729","Gp5"
"GP6","51206","243816","Gp6"
"GP9","2815","54368","Gp9"
"GPA33","10223","59290","Gpa33"
"GPAA1","8733","14731","Gpaa1"
"GPALPP1","55425","67467","Gpalpp1"
"GPAM","57678","14732","Gpam"
"GPANK1","7918","81845","Gpank1"
"GPAT2","150763","215456","Gpat2"
"GPAT3","84803","231510","Gpat3"
"GPAT4","137964","102247","Gpat4"
"GPATCH1","55094","67471","Gpatch1"
"GPATCH11","253635","53951","Gpatch11"
"GPATCH2","55105","67769","Gpatch2"
"GPATCH2L","55668","70373","Gpatch2l"
"GPATCH3","63906","242691","Gpatch3"
"GPATCH4","54865","66614","Gpatch4"
"GPATCH8","23131","237943","Gpatch8"
"GPBAR1","151306","227289","Gpbar1"
"GPBP1","65056","73274","Gpbp1"
"GPBP1L1","60313","77110","Gpbp1l1"
"GPC1","2817","14733","Gpc1"
"GPC2","221914","71951","Gpc2"
"GPC3","2719","14734","Gpc3"
"GPC4","2239","14735","Gpc4"
"GPC5","2262","103978","Gpc5"
"GPC6","10082","23888","Gpc6"
"GPCPD1","56261","74182","Gpcpd1"
"GPD1","2819","14555","Gpd1"
"GPD1L","23171","333433","Gpd1l"
"GPD2","2820","14571","Gpd2"
"GPER1","2852","76854","Gper1"
"GPHA2","170589","170458","Gpha2"
"GPHB5","122876","217674","Gphb5"
"GPHN","10243","268566","Gphn"
"GPI","2821","14751","Gpi1"
"GPIHBP1","338328","68453","Gpihbp1"
"GPKOW","27238","209416","Gpkow"
"GPLD1","2822","14756","Gpld1"
"GPM6A","2823","234267","Gpm6a"
"GPM6B","2824","14758","Gpm6b"
"GPN1","11321","74254","Gpn1"
"GPN2","54707","100210","Gpn2"
"GPN3","51184","68080","Gpn3"
"GPNMB","10457","93695","Gpnmb"
"GPR101","83550","245424","Gpr101"
"GPR107","57720","277463","Gpr107"
"GPR108","56927","78308","Gpr108"
"GPR119","139760","236781","Gpr119"
"GPR12","2835","14738","Gpr12"
"GPR132","29933","56696","Gpr132"
"GPR135","64582","238252","Gpr135"
"GPR137","56834","107173","Gpr137"
"GPR137B","7107","83924","Gpr137b"
"GPR137C","283554","70713","Gpr137c"
"GPR139","124274","209776","Gpr139"
"GPR141","353345","353346","Gpr141"
"GPR142","350383","217302","Gpr142"
"GPR143","4935","18241","Gpr143"
"GPR146","115330","80290","Gpr146"
"GPR149","344758","229357","Gpr149"
"GPR15","2838","71223","Gpr15"
"GPR150","285601","238725","Gpr150"
"GPR151","134391","240239","Gpr151"
"GPR152","390212","269053","Gpr152"
"GPR153","387509","100129","Gpr153"
"GPR155","151556","68526","Gpr155"
"GPR156","165829","239845","Gpr156"
"GPR157","80045","269604","Gpr157"
"GPR158","57512","241263","Gpr158"
"GPR160","26996","71862","Gpr160"
"GPR161","23432","240888","Gpr161"
"GPR162","27239","14788","Gpr162"
"GPR17","2840","574402","Gpr17"
"GPR171","29909","229323","Gpr171"
"GPR173","54328","70771","Gpr173"
"GPR174","84636","213439","Gpr174"
"GPR176","11245","381413","Gpr176"
"GPR179","440435","217143","Gpr179"
"GPR18","2841","110168","Gpr18"
"GPR180","160897","58245","Gpr180"
"GPR182","11318","11536","Gpr182"
"GPR183","1880","321019","Gpr183"
"GPR19","2842","14760","Gpr19"
"GPR20","2843","239530","Gpr20"
"GPR21","2844","338346","Gpr21"
"GPR22","2845","73010","Gpr22"
"GPR25","2848","383563","Gpr25"
"GPR26","2849","233919","Gpr26"
"GPR27","2850","14761","Gpr27"
"GPR3","2827","14748","Gpr3"
"GPR31","2853","436440","Gpr31b"
"GPR33","2856","14762","Gpr33"
"GPR34","2857","23890","Gpr34"
"GPR35","2859","64095","Gpr35"
"GPR37","2861","14763","Gpr37"
"GPR37L1","9283","171469","Gpr37l1"
"GPR39","2863","71111","Gpr39"
"GPR4","2828","319197","Gpr4"
"GPR45","11250","93690","Gpr45"
"GPR50","9248","14765","Gpr50"
"GPR52","9293","620246","Gpr52"
"GPR55","9290","227326","Gpr55"
"GPR6","2830","140741","Gpr6"
"GPR61","83873","229714","Gpr61"
"GPR62","118442","436090","Gpr62"
"GPR63","81491","81006","Gpr63"
"GPR65","8477","14744","Gpr65"
"GPR68","8111","238377","Gpr68"
"GPR75","10936","237716","Gpr75"
"GPR82","27197","319200","Gpr82"
"GPR83","10888","14608","Gpr83"
"GPR84","53831","80910","Gpr84"
"GPR85","54329","64450","Gpr85"
"GPR87","53836","84111","Gpr87"
"GPR88","54112","64378","Gpr88"
"GPRASP1","9737","67298","Gprasp1"
"GPRC5A","9052","232431","Gprc5a"
"GPRC5B","51704","64297","Gprc5b"
"GPRC5C","55890","70355","Gprc5c"
"GPRC5D","55507","93746","Gprc5d"
"GPRC6A","222545","210198","Gprc6a"
"GPRIN1","114787","26913","Gprin1"
"GPRIN2","9721","432839","Gprin2"
"GPRIN3","285513","243385","Gprin3"
"GPS1","2873","209318","Gps1"
"GPS2","2874","56310","Gps2"
"GPSM1","26086","67839","Gpsm1"
"GPSM2","29899","76123","Gpsm2"
"GPSM3","63940","106512","Gpsm3"
"GPT","2875","76282","Gpt"
"GPT2","84706","108682","Gpt2"
"GPX1","2876","14775","Gpx1"
"GPX2","2877","14776","Gpx2"
"GPX3","2878","14778","Gpx3"
"GPX4","2879","625249","Gpx4"
"GPX5","2880","14780","Gpx5"
"GPX6","257202","75512","Gpx6"
"GPX7","2882","67305","Gpx7"
"GPX8","493869","69590","Gpx8"
"GRAMD1A","57655","52857","Gramd1a"
"GRAMD1B","57476","235283","Gramd1b"
"GRAMD1C","54762","207798","Gramd1c"
"GRAMD2A","196996","546134","Gramd2"
"GRAMD2B","65983","107022","Gramd3"
"GRAMD4","23151","223752","Gramd4"
"GRAP2","9402","17444","Grap2"
"GRB10","2887","14783","Grb10"
"GRB14","2888","50915","Grb14"
"GRB2","2885","14784","Grb2"
"GRB7","2886","14786","Grb7"
"GREB1","9687","268527","Greb1"
"GREB1L","80000","381157","Greb1l"
"GREM1","26585","23892","Grem1"
"GREM2","64388","23893","Grem2"
"GRHL1","29841","195733","Grhl1"
"GRHL2","79977","252973","Grhl2"
"GRHL3","57822","230824","Grhl3"
"GRHPR","9380","76238","Grhpr"
"GRIA1","2890","14799","Gria1"
"GRIA2","2891","14800","Gria2"
"GRIA3","2892","53623","Gria3"
"GRIA4","2893","14802","Gria4"
"GRID1","2894","14803","Grid1"
"GRID2","2895","14804","Grid2"
"GRID2IP","392862","170935","Grid2ip"
"GRIFIN","402635","77998","Grifin"
"GRIK1","2897","14805","Grik1"
"GRIK2","2898","14806","Grik2"
"GRIK3","2899","14807","Grik3"
"GRIK4","2900","110637","Grik4"
"GRIK5","2901","14809","Grik5"
"GRIN1","2902","14810","Grin1"
"GRIN2A","2903","14811","Grin2a"
"GRIN2B","2904","14812","Grin2b"
"GRIN2C","2905","14813","Grin2c"
"GRIN2D","2906","14814","Grin2d"
"GRIN3A","116443","242443","Grin3a"
"GRIN3B","116444","170483","Grin3b"
"GRINA","2907","66168","Grina"
"GRIP1","23426","74053","Grip1"
"GRIP2","80852","243547","Grip2"
"GRIPAP1","56850","54645","Gripap1"
"GRK1","6011","24013","Grk1"
"GRK2","156","110355","Grk2"
"GRK3","157","320129","Grk3"
"GRK4","2868","14772","Grk4"
"GRK5","2869","14773","Grk5"
"GRK6","2870","26385","Grk6"
"GRM1","2911","14816","Grm1"
"GRM2","2912","108068","Grm2"
"GRM3","2913","108069","Grm3"
"GRM4","2914","268934","Grm4"
"GRM5","2915","108071","Grm5"
"GRM6","2916","108072","Grm6"
"GRM7","2917","108073","Grm7"
"GRM8","2918","14823","Grm8"
"GRN","2896","14824","Grn"
"GRP","2922","225642","Grp"
"GRPEL1","80273","17713","Grpel1"
"GRPEL2","134266","17714","Grpel2"
"GRPR","2925","14829","Grpr"
"GRSF1","2926","231413","Grsf1"
"GRTP1","79774","66790","Grtp1"
"GRWD1","83743","101612","Grwd1"
"GRXCR1","389207","433899","Grxcr1"
"GRXCR2","643226","332309","Grxcr2"
"GSAP","54103","212167","Gsap"
"GSC","145258","14836","Gsc"
"GSC2","2928","195333","Gsc2"
"GSDMA","284110","57911","Gsdma"
"GSDMA","284110","76758","Gsdma2"
"GSDMA","284110","450219","Gsdma3"
"GSDMC","56169","83492","Gsdmc"
"GSDMC","56169","74548","Gsdmc4"
"GSDMC","56169","270328","Gsdmc3"
"GSDMC","56169","331063","Gsdmc2"
"GSDMD","79792","69146","Gsdmd"
"GSDME","1687","54722","Gsdme"
"GSE1","23199","382034","Gse1"
"GSG1","83445","14840","Gsg1"
"GSG1L","146395","269994","Gsg1l"
"GSG1L2","644070","544792","Gsg1l2"
"GSK3A","2931","606496","Gsk3a"
"GSK3B","2932","56637","Gsk3b"
"GSKIP","51527","66787","Gskip"
"GSN","2934","227753","Gsn"
"GSPT1","2935","14852","Gspt1"
"GSPT2","23708","14853","Gspt2"
"GSR","2936","14782","Gsr"
"GSS","2937","14854","Gss"
"GSTA3","2940","14859","Gsta3"
"GSTA5","221357","100042314","Gsta5"
"GSTA5","221357","14857","Gsta1"
"GSTA5","221357","14858","Gsta2"
"GSTA5","221357","100042295","Gm3776"
"GSTCD","79807","67553","Gstcd"
"GSTK1","373156","76263","Gstk1"
"GSTM1","2944","14863","Gstm2"
"GSTM1","2944","14864","Gstm3"
"GSTM1","2944","14867","Gstm6"
"GSTM2","2946","68312","Gstm7"
"GSTM3","2947","14866","Gstm5"
"GSTM4","2948","14865","Gstm4"
"GSTO1","9446","14873","Gsto1"
"GSTO2","119391","68214","Gsto2"
"GSTP1","2950","14870","Gstp1"
"GSTP1","2950","14869","Gstp2"
"GSTP1","2950","100042625","Gstp-ps"
"GSTT4","25774","75886","Gstt4"
"GSTZ1","2954","14874","Gstz1"
"GSX1","219409","14842","Gsx1"
"GSX2","170825","14843","Gsx2"
"GTDC1","79712","227835","Gtdc1"
"GTF2A1","2957","83602","Gtf2a1"
"GTF2A1L","11036","71828","Gtf2a1l"
"GTF2A2","2958","235459","Gtf2a2"
"GTF2B","2959","229906","Gtf2b"
"GTF2E1","2960","74197","Gtf2e1"
"GTF2E2","2961","68153","Gtf2e2"
"GTF2F1","2962","98053","Gtf2f1"
"GTF2F2","2963","68705","Gtf2f2"
"GTF2H1","2965","14884","Gtf2h1"
"GTF2H3","2967","209357","Gtf2h3"
"GTF2H4","2968","14885","Gtf2h4"
"GTF2H5","404672","66467","Gtf2h5"
"GTF2I","2969","14886","Gtf2i"
"GTF2IRD1","9569","57080","Gtf2ird1"
"GTF3A","2971","66596","Gtf3a"
"GTF3C1","2975","233863","Gtf3c1"
"GTF3C2","2976","71752","Gtf3c2"
"GTF3C3","9330","98488","Gtf3c3"
"GTF3C4","9329","269252","Gtf3c4"
"GTF3C5","9328","70239","Gtf3c5"
"GTF3C6","112495","67371","Gtf3c6"
"GTPBP1","9567","14904","Gtpbp1"
"GTPBP2","54676","56055","Gtpbp2"
"GTPBP3","84705","70359","Gtpbp3"
"GTPBP4","23560","69237","Gtpbp4"
"GTPBP6","8225","107999","Gtpbp6"
"GTPBP8","29083","66067","Gtpbp8"
"GTSE1","51512","29870","Gtse1"
"GTSF1","121355","74174","Gtsf1"
"GTSF1L","149699","68236","Gtsf1l"
"GUCA1ANB","114841037","75462","1700001C19Rik"
"GUCA1B","2979","107477","Guca1b"
"GUCA2A","2980","14915","Guca2a"
"GUCA2B","2981","14916","Guca2b"
"GUCD1","83606","68778","Gucd1"
"GUCY1A1","2982","60596","Gucy1a1"
"GUCY1A2","2977","234889","Gucy1a2"
"GUCY1B1","2983","54195","Gucy1b1"
"GUCY2C","2984","14917","Gucy2c"
"GUCY2D","3000","14919","Gucy2e"
"GUCY2F","2986","245650","Gucy2f"
"GUF1","60558","231279","Guf1"
"GUK1","2987","14923","Guk1"
"GULP1","51454","70676","Gulp1"
"GUSB","2990","110006","Gusb"
"GXYLT1","283464","223827","Gxylt1"
"GXYLT2","727936","232313","Gxylt2"
"GYG1","2992","27357","Gyg"
"GYPC","2995","71683","Gypc"
"GYS1","2997","14936","Gys1"
"GYS2","2998","232493","Gys2"
"GZF1","64412","74533","Gzf1"
"GZMA","3001","14938","Gzma"
"GZMB","3002","14939","Gzmb"
"GZMB","3002","14940","Gzmc"
"GZMB","3002","245839","Gzmn"
"GZMH","2999","14941","Gzmd"
"GZMH","2999","14942","Gzme"
"GZMH","2999","14943","Gzmf"
"GZMH","2999","14944","Gzmg"
"GZMK","3003","14945","Gzmk"
"GZMM","3004","16904","Gzmm"
"H1-0","3005","14958","H1f0"
"H1-1","3024","80838","H1f1"
"H1-10","8971","243529","H1f10"
"H1-2","3006","50708","H1f2"
"H1-3","3007","14957","H1f3"
"H1-4","3008","50709","H1f4"
"H1-5","3009","56702","H1f5"
"H1-6","3010","107970","H1f6"
"H1-7","341567","70069","H1f7"
"H1-8","132243","171506","H1f8"
"H2AB1","474382","100039319","H2ab1"
"H2AB2","474381","624153","H2ab2"
"H2AB3","83740","624957","H2ab3"
"H2AC1","221613","319163","H2ac1"
"H2AC1","221613","319169","H2ac15"
"H2AC11","8969","319170","H2ac22"
"H2AC12","85235","319168","H2ac12"
"H2AC14","8331","319173","H2ac10"
"H2AC16","8332","319166","H2ac8"
"H2AC18","8337","15267","H2ac18"
"H2AC19","723790","319192","H2ac19"
"H2AC20","8338","319176","H2ac20"
"H2AC21","317772","621893","H2ac21"
"H2AC4","8335","319167","H2ac11"
"H2AC6","8334","665433","H2ac23"
"H2AC7","3013","319172","H2ac4"
"H2AC8","3012","319191","H2ac13"
"H2AJ","55766","232440","H2aj"
"H2AP","25763","67334","H2ap"
"H2AW","92815","319162","H2aw"
"H2AX","3014","15270","H2ax"
"H2AZ1","3015","51788","H2az1"
"H2AZ2","94239","77605","H2az2"
"H2BC1","255626","319177","H2bc1"
"H2BC10","8346","68024","H2bc4"
"H2BC11","8970","319190","H2bc21"
"H2BC12","85236","319184","H2bc12"
"H2BC13","8340","319183","H2bc11"
"H2BC14","8342","319187","H2bc15"
"H2BC14","8342","319182","H2bc9"
"H2BC18","440689","319189","H2bc18"
"H2BC3","3018","319178","H2bc3"
"H2BC4","8347","319181","H2bc8"
"H2BC5","3017","78303","H2bu2"
"H2BC6","8344","319185","H2bc13"
"H2BC8","8339","319180","H2bc7"
"H2BC9","8345","665596","H2bc23"
"H2BC9","8345","665622","H2bc24"
"H2BU1","128312","382522","H2bu1-ps"
"H3-3A","3020","15078","H3f3a"
"H3-4","8290","382523","H3f4"
"H3-5","440093","667250","Gm12657"
"H3C1","8350","319149","H3c4"
"H3C10","8357","319150","H3c2"
"H3C12","8356","97908","H3c8"
"H3C13","653604","319148","H3c3"
"H3C14","126961","625328","H3f3c"
"H3C15","333932","260423","H3c7"
"H3C3","8352","15077","H3c14"
"H3C7","8968","319153","H3c11"
"H4-16","121504","319158","H4c9"
"H4C13","8368","319161","H4c18"
"H4C14","8370","326620","H4c2"
"H4C2","8366","320332","H4f16"
"H4C4","8360","100041230","H4c17"
"H4C9","8294","69386","H4c8"
"H6PD","9563","100198","H6pd"
"HAAO","23498","107766","Haao"
"HABP2","3026","226243","Habp2"
"HABP4","22927","56541","Habp4"
"HACD1","9200","30963","Hacd1"
"HACD2","201562","70757","Hacd2"
"HACD3","51495","57874","Hacd3"
"HACD4","401494","66775","Hacd4"
"HACE1","57531","209462","Hace1"
"HACL1","26061","56794","Hacl1"
"HADH","3033","15107","Hadh"
"HADHA","3030","97212","Hadha"
"HADHB","3032","231086","Hadhb"
"HAGH","3029","14651","Hagh"
"HAGHL","84264","68977","Haghl"
"HAL","3034","15109","Hal"
"HAMP","57817","84506","Hamp"
"HAND1","9421","15110","Hand1"
"HAND2","9464","15111","Hand2"
"HAO1","54363","15112","Hao1"
"HAO2","51179","56185","Hao2"
"HAP1","9001","15114","Hap1"
"HAPLN1","1404","12950","Hapln1"
"HAPLN2","60484","73940","Hapln2"
"HAPLN3","145864","67666","Hapln3"
"HAPLN4","404037","330790","Hapln4"
"HARBI1","283254","241547","Harbi1"
"HARS1","3035","15115","Hars"
"HARS2","23438","70791","Hars2"
"HAS1","3036","15116","Has1"
"HAS2","3037","15117","Has2"
"HAS3","3038","15118","Has3"
"HASPIN","83903","14841","Haspin"
"HAT1","8520","107435","Hat1"
"HAUS1","115106","225745","Haus1"
"HAUS2","55142","66296","Haus2"
"HAUS3","79441","231123","Haus3"
"HAUS4","54930","219072","Haus4"
"HAUS5","23354","71909","Haus5"
"HAUS6","54801","230376","Haus6"
"HAUS7","55559","73738","Haus7"
"HAUS8","93323","76478","Haus8"
"HAVCR1","26762","171283","Havcr1"
"HAVCR1","26762","210535","Gm12169"
"HAVCR1","26762","407814","BC053393"
"HAVCR1","26762","171284","Timd2"
"HAVCR2","84868","171285","Havcr2"
"HAX1","10456","23897","Hax1"
"HBB","3043","100503605","Hbb-bs"
"HBB","3043","101488143","Hbb-bt"
"HBE1","3046","15132","Hbb-bh1"
"HBEGF","1839","15200","Hbegf"
"HBP1","26959","73389","Hbp1"
"HBQ1","3049","544763","Hbq1b"
"HBQ1","3049","216635","Hbq1a"
"HBS1L","10767","56422","Hbs1l"
"HBZ","3050","15126","Hba-x"
"HCAR1","27198","243270","Hcar1"
"HCCS","3052","15159","Hccs"
"HCFC1","3054","15161","Hcfc1"
"HCFC1R1","54985","353502","Hcfc1r1"
"HCFC2","29915","67933","Hcfc2"
"HCK","3055","15162","Hck"
"HCLS1","3059","15163","Hcls1"
"HCN1","348980","15165","Hcn1"
"HCN2","610","15166","Hcn2"
"HCN3","57657","15168","Hcn3"
"HCN4","10021","330953","Hcn4"
"HCRT","3060","15171","Hcrt"
"HCRTR1","3061","230777","Hcrtr1"
"HCRTR2","3062","387285","Hcrtr2"
"HCST","10870","23900","Hcst"
"HDAC1","3065","433759","Hdac1"
"HDAC10","83933","170787","Hdac10"
"HDAC11","79885","232232","Hdac11"
"HDAC2","3066","15182","Hdac2"
"HDAC3","8841","15183","Hdac3"
"HDAC4","9759","208727","Hdac4"
"HDAC5","10014","15184","Hdac5"
"HDAC6","10013","15185","Hdac6"
"HDAC7","51564","56233","Hdac7"
"HDAC8","55869","70315","Hdac8"
"HDAC9","9734","79221","Hdac9"
"HDC","3067","15186","Hdc"
"HDDC2","51020","69692","Hddc2"
"HDDC3","374659","68695","Hddc3"
"HDGF","3068","15191","Hdgf"
"HDGFL1","154150","15192","Hdgfl1"
"HDGFL2","84717","15193","Hdgfl2"
"HDGFL3","50810","29877","Hdgfl3"
"HDHD2","84064","76987","Hdhd2"
"HDHD3","81932","72748","Hdhd3"
"HDHD5","27440","214932","Hdhd5"
"HDLBP","3069","110611","Hdlbp"
"HDX","139324","245596","Hdx"
"HEATR1","55127","217995","Heatr1"
"HEATR3","55027","234549","Heatr3"
"HEATR4","399671","101055670","Heatr4"
"HEATR5A","25938","320487","Heatr5a"
"HEATR5B","54497","320473","Heatr5b"
"HEATR6","63897","217026","Heatr6"
"HEATR9","256957","629303","Heatr9"
"HEBP1","50865","15199","Hebp1"
"HEBP2","23593","56016","Hebp2"
"HECA","51696","380629","Heca"
"HECTD1","25831","207304","Hectd1"
"HECTD2","143279","226098","Hectd2"
"HECTD3","79654","76608","Hectd3"
"HECTD4","283450","269700","Hectd4"
"HECW1","23072","94253","Hecw1"
"HECW2","57520","329152","Hecw2"
"HEG1","57493","77446","Heg1"
"HELB","92797","117599","Helb"
"HELLS","3070","15201","Hells"
"HELQ","113510","191578","Helq"
"HELT","391723","234219","Helt"
"HELZ","9931","78455","Helz"
"HELZ2","85441","229003","Helz2"
"HEMGN","55363","93966","Hemgn"
"HEMK1","51409","69536","Hemk1"
"HENMT1","113802","66715","Henmt1"
"HEPACAM","220296","72927","Hepacam"
"HEPACAM2","253012","101202","Hepacam2"
"HEPH","9843","15203","Heph"
"HEPHL1","341208","244698","Hephl1"
"HERC1","8925","235439","Herc1"
"HERC2","8924","15204","Herc2"
"HERC3","8916","73998","Herc3"
"HERC4","26091","67345","Herc4"
"HERC6","55008","67138","Herc6"
"HERPUD1","9709","64209","Herpud1"
"HERPUD2","64224","80517","Herpud2"
"HES1","3280","15205","Hes1"
"HES2","54626","15206","Hes2"
"HES3","390992","15207","Hes3"
"HES5","388585","15208","Hes5"
"HES6","55502","55927","Hes6"
"HES7","84667","84653","Hes7"
"HESX1","8820","15209","Hesx1"
"HEXA","3073","15211","Hexa"
"HEXB","3074","15212","Hexb"
"HEXD","284004","238023","Hexdc"
"HEXIM1","10614","192231","Hexim1"
"HEXIM2","124790","71059","Hexim2"
"HEY1","23462","15213","Hey1"
"HEY2","23493","15214","Hey2"
"HEYL","26508","56198","Heyl"
"HFE","3077","15216","Hfe"
"HFM1","164045","330149","Hfm1"
"HGD","3081","15233","Hgd"
"HGF","3082","15234","Hgf"
"HGFAC","3083","54426","Hgfac"
"HGH1","51236","59053","Hgh1"
"HGS","9146","15239","Hgs"
"HGSNAT","138050","52120","Hgsnat"
"HHAT","55733","226861","Hhat"
"HHATL","57467","74770","Hhatl"
"HHEX","3087","15242","Hhex"
"HHIP","64399","15245","Hhip"
"HHIPL1","84439","214305","Hhipl1"
"HHIPL2","79802","78772","Hhipl2"
"HHLA1","10086","654498","Hhla1"
"HIBADH","11112","58875","Hibadh"
"HIBCH","26275","227095","Hibch"
"HIC1","3090","15248","Hic1"
"HIC2","23119","58180","Hic2"
"HID1","283987","217310","Hid1"
"HIF1A","3091","15251","Hif1a"
"HIF1AN","55662","319594","Hif1an"
"HIF3A","64344","53417","Hif3a"
"HIGD1A","25994","56295","Higd1a"
"HIGD1B","51751","75689","Higd1b"
"HIGD1C","613227","380975","Higd1c"
"HIKESHI","51501","67669","Hikeshi"
"HILPDA","29923","69573","Hilpda"
"HINFP","25988","102423","Hinfp"
"HINT1","3094","15254","Hint1"
"HINT2","84681","68917","Hint2"
"HINT3","135114","66847","Hint3"
"HIP1","3092","215114","Hip1"
"HIP1R","9026","29816","Hip1r"
"HIPK1","204851","15257","Hipk1"
"HIPK2","28996","15258","Hipk2"
"HIPK3","10114","15259","Hipk3"
"HIPK4","147746","233020","Hipk4"
"HIRA","7290","15260","Hira"
"HIRIP3","8479","233876","Hirip3"
"HIVEP1","3096","110521","Hivep1"
"HIVEP2","3097","15273","Hivep2"
"HIVEP3","59269","16656","Hivep3"
"HJV","148738","69585","Hjv"
"HK1","3098","15275","Hk1"
"HK2","3099","15277","Hk2"
"HK3","3101","212032","Hk3"
"HKDC1","80201","216019","Hkdc1"
"HLA-A","3105","14963","H2-Bl"
"HLA-A","3105","14964","H2-D1"
"HLA-A","3105","69717","Gm10499"
"HLA-DMA","3108","14998","H2-DMa"
"HLA-DMB","3109","14999","H2-DMb1"
"HLA-DMB","3109","15000","H2-DMb2"
"HLA-DOA","3111","15001","H2-Oa"
"HLA-DOB","3112","15002","H2-Ob"
"HLA-DQA1","3117","14960","H2-Aa"
"HLA-DRA","3122","100504404","H2-Ea"
"HLA-DRB5","3127","14969","H2-Eb1"
"HLA-E","3133","15040","H2-T23"
"HLA-E","3133","667803","H2-T-ps"
"HLA-E","3133","224761","H2-M10.5"
"HLA-E","3133","240095","H2-M5"
"HLA-E","3133","110696","H2-M10.3"
"HLA-E","3133","399549","H2-M10.6"
"HLA-E","3133","14997","H2-M9"
"HLA-E","3133","14985","H2-M10.1"
"HLA-E","3133","333715","H2-M10.2"
"HLA-E","3133","15043","H2-T3"
"HLA-E","3133","224754","H2-M11"
"HLA-E","3133","224756","H2-M1"
"HLA-E","3133","224753","H2-M10.4"
"HLA-E","3133","15042","H2-T24"
"HLA-E","3133","14990","H2-M2"
"HLCS","3141","110948","Hlcs"
"HLF","3131","217082","Hlf"
"HLTF","6596","20585","Hltf"
"HLX","3142","15284","Hlx"
"HM13","81502","14950","H13"
"HMBOX1","79618","219150","Hmbox1"
"HMBS","3145","15288","Hmbs"
"HMCES","56941","232210","Hmces"
"HMCN1","83872","545370","Hmcn1"
"HMCN2","256158","665700","Hmcn2"
"HMG20A","10363","66867","Hmg20a"
"HMG20B","10362","15353","Hmg20b"
"HMGA1","3159","15361","Hmga1"
"HMGA1","3159","111241","Hmga1b"
"HMGA2","8091","15364","Hmga2"
"HMGB2","3148","97165","Hmgb2"
"HMGB3","3149","15354","Hmgb3"
"HMGB4","127540","69317","Hmgb4"
"HMGCL","3155","15356","Hmgcl"
"HMGCLL1","54511","208982","Hmgcll1"
"HMGCR","3156","15357","Hmgcr"
"HMGCS1","3157","208715","Hmgcs1"
"HMGCS2","3158","15360","Hmgcs2"
"HMGN1","3150","15312","Hmgn1"
"HMGN3","9324","94353","Hmgn3"
"HMGN5","79366","50887","Hmgn5"
